,address,district,rooms,size,level,max_levels,price,lat,lng
223,"город Ташкент, Chilonzor район, Uchtepa район массив Чиланзар 11-й квартал",Chilonzor,1,35.0,1,4,23800,41.2770171,69.1909015
224,"город Ташкент, Chilonzor район, Чиланзар 7-й квартал",Chilonzor,2,44.0,3,4,32900,41.2948119,69.2087824
225,"город Ташкент, Yangihayot район, Сергели 9а",Yangihayot,2,61.0,3,7,36000,41.210633,69.2281531
226,"город Ташкент, Yashnobod район, Массив Риёзи",Yashnobod,4,100.0,2,9,65000,41.286283,69.3235123
227,"город Ташкент, Chilonzor район, Чиланзар 8 квартал",Chilonzor,1,35.0,1,4,29800,41.2894422,69.2058023
228,"город Ташкент, Mirzo Ulugbek район, Газалкент",Mirzo Ulugbek,4,86.0,3,5,63000,41.3351692,69.3602729
229,"город Ташкент, Mirzo Ulugbek район, Буюк Ипак йули (Луначарское) ",Mirzo Ulugbek,3,100.0,1,5,80000,41.314662,69.293391
230,"город Ташкент, Olmzor район, 1-й проезд Чилтугон",Olmzor,5,110.0,5,5,63500,41.3432641,69.2560774
231,"город Ташкент, Mirobod район, ЦУМ (Ц-7) ",Mirobod,3,75.0,6,9,110000,41.3086111,69.2691667
232,"город Ташкент, Olmzor район, ц-17, ц-18 Себзар (ц-17, ц-18) ",Olmzor,3,70.0,1,5,62000,41.3333453,69.2475235
233,"город Ташкент, Shayhontohur район, Караташ",Shayhontohur,3,70.0,4,5,36999,41.3141622,69.2368973
234,"город Ташкент, Yakkasaroy район, 1-й проезд Абдуллы Каххара",Yakkasaroy,3,150.0,3,6,170000,41.2843902,69.2585422
235,"город Ташкент, Sergeli район, 6А",Sergeli,2,56.1,7,7,37000,41.2304214,69.2117625
236,"город Ташкент, Yunusobod район, Юнусабад 16-й квартал",Yunusobod,4,83.0,3,5,54000,41.3825869,69.3019081
237,"город Ташкент, Uchtepa район, Зангиота",Uchtepa,2,49.0,4,4,23000,41.2978921,69.1804708
238,"город Ташкент, Chilonzor район, Чиланзар 8-й квартал",Chilonzor,2,46.0,2,4,38500,41.2894422,69.2058023
239,"город Ташкент, Chilonzor район, Чиланзар 8-й квартал",Chilonzor,2,46.0,4,4,36200,41.2894422,69.2058023
240,"город Ташкент, Chilonzor район, Чиланзар квартал Г9",Chilonzor,3,68.0,4,4,45000,41.259418,69.1804708
241,"город Ташкент, Chilonzor район, Чиланзар 9-й квартал",Chilonzor,3,65.0,1,5,45000,41.2901628,69.1968618
242,"город Ташкент, Chilonzor район, Чиланзар 9-й квартал",Chilonzor,4,76.0,4,4,43000,41.2901628,69.1968618
243,"город Ташкент, Chilonzor район, Чиланзар 9-й квартал",Chilonzor,1,42.0,2,5,26000,41.2901628,69.1968618
244,"город Ташкент, Chilonzor район, Чиланзар 9-й квартал",Chilonzor,2,55.0,1,4,67000,41.2901628,69.1968618
245,"город Ташкент, Chilonzor район, Чиланзар 9-й квартал",Chilonzor,4,76.0,5,5,45500,41.2901628,69.1968618
246,"город Ташкент, Chilonzor район, Чиланзар 10-й квартал",Chilonzor,2,49.0,2,6,47000,41.2829494,69.1968618
247,"город Ташкент, Chilonzor район, Чиланзар 10-й квартал",Chilonzor,4,80.0,2,4,70000,41.2829494,69.1968618
248,"город Ташкент, Chilonzor район, Чиланзар 10-й квартал",Chilonzor,5,142.0,5,5,120000,41.2829494,69.1968618
249,"город Ташкент, Chilonzor район, Чиланзар 7-й квартал",Chilonzor,3,60.0,3,4,44000,41.2948119,69.2087824
250,"город Ташкент, Mirzo Ulugbek район, Аккурган",Mirzo Ulugbek,3,72.0,4,5,47000,41.322142,69.303611
251,"город Ташкент, Mirobod район, 7-й проезд Мироншаха",Mirobod,4,115.0,6,9,84000,41.2846588,69.2743143
252,"город Ташкент, Yashnobod район, 1-й переулок Бойкургон",Yashnobod,4,100.0,2,3,77000,41.3701094,69.2660649
253,"город Ташкент, Mirzo Ulugbek район, Карасу 1-й квартал",Mirzo Ulugbek,2,63.0,5,5,35000,41.3375577,69.3726789
254,"город Ташкент, Mirzo Ulugbek район, Сайрам",Mirzo Ulugbek,3,66.0,3,5,56000,41.3317732,69.324458
255,"город Ташкент, Mirzo Ulugbek район, Аккурган",Mirzo Ulugbek,3,70.0,5,5,46500,41.322142,69.303611
256,"город Ташкент, Mirzo Ulugbek район, Буз-1 (Буз базар) ",Mirzo Ulugbek,3,62.0,5,5,35000,41.3215876,69.3230626
257,"город Ташкент, Chilonzor район, Чиланзар 17-й квартал",Chilonzor,2,50.0,1,4,34000,41.271386,69.1961168
258,"город Ташкент, Yunusobod район, Минор",Yunusobod,3,78.0,4,4,56000,41.3298867,69.2803036
259,"город Ташкент, Mirobod район, Госпитальный",Mirobod,2,62.0,2,9,63000,41.295316,69.275364
260,"город Ташкент, Mirobod район, Нукус",Mirobod,8,350.0,2,12,260000,41.2910722,69.2769129
261,"город Ташкент, Yashnobod район, 2-й проезд Авиасозлар",Yashnobod,3,63.0,4,4,40000,41.2896055,69.3434849
262,"город Ташкент, Mirzo Ulugbek район, Карасу 3-й квартал",Mirzo Ulugbek,4,91.0,1,5,75000,41.3326551,69.3689542
263,"город Ташкент, Shayhontohur район, Караташ",Shayhontohur,3,81.0,6,9,54900,41.3141622,69.2368973
264,"город Ташкент, Mirzo Ulugbek район, Феруза-1",Mirzo Ulugbek,4,86.0,3,4,42000,41.3550649,69.3585936
265,"город Ташкент, Mirzo Ulugbek район, Аккурган",Mirzo Ulugbek,2,54.0,3,5,54500,41.322142,69.303611
266,"город Ташкент, Mirobod район, 7-й проезд Мироншаха",Mirobod,3,90.0,3,5,105000,41.2846588,69.2743143
267,"город Ташкент, Mirzo Ulugbek район, Буюк Ипак йули (Луначарское) ",Mirzo Ulugbek,2,40.0,2,5,37000,41.314662,69.293391
268,"город Ташкент, Yunusobod район, Юнусабад 10-й квартал",Yunusobod,1,45.0,5,5,24000,41.3804352,69.2840285
269,"город Ташкент, Olmzor район, Малая кольцевая дорога",Olmzor,3,89.55,7,9,40000,41.2901478,69.2827199
270,"город Ташкент, Mirzo Ulugbek район, Карасу 1-й квартал",Mirzo Ulugbek,4,92.0,3,5,67000,41.3375577,69.3726789
271,"город Ташкент, Mirzo Ulugbek район, Феруза-1",Mirzo Ulugbek,4,95.0,1,4,77000,41.3550649,69.3585936
272,"город Ташкент, Mirzo Ulugbek район, Карасу 6-й квартал",Mirzo Ulugbek,4,102.0,4,9,65000,41.3292204,69.3473509
273,"город Ташкент, Olmzor район, Каракамыш-2/3",Olmzor,2,65.0,5,9,31300,41.3597078,69.2094809
274,"город Ташкент, Mirzo Ulugbek район, Буюк Ипак йули (Луначарское) ",Mirzo Ulugbek,2,62.0,5,5,33500,41.314662,69.293391
275,"город Ташкент, Olmzor район, Каракамыш-2/4",Olmzor,2,56.0,3,5,38500,41.3668928,69.2087824
276,"город Ташкент, Mirzo Ulugbek район, 2-й Паркентский проезд",Mirzo Ulugbek,2,59.0,2,8,41500,41.3169199,69.3279791
277,"город Ташкент, Chilonzor район, Чиланзар 19-й квартал",Chilonzor,3,96.0,6,9,64500,41.2710841,69.1849411
278,"город Ташкент, Yashnobod район, 2-й проезд Иззат",Yashnobod,1,37.0,4,8,13075,41.2785565,69.3415733
279,"город Ташкент, Yakkasaroy район, Мухандислар",Yakkasaroy,2,70.0,8,9,48000,41.2773019,69.2473656
280,"город Ташкент, Mirobod район, Фидокор (Чехова) ",Mirobod,2,78.0,4,8,77000,41.296644,69.275878
281,"город Ташкент, Yakkasaroy район, Юсуфа Хос Ходжиба",Yakkasaroy,4,145.0,7,8,115000,41.2986859,69.2595082
282,"город Ташкент, Mirzo Ulugbek район, ц-1 Буюк ипак йули (Ц-1) ",Mirzo Ulugbek,3,100.0,2,5,128000,41.3104865,69.2922234
283,"город Ташкент, Yashnobod район, 1-й проезд Мурабби",Yashnobod,2,54.0,4,4,33000,41.286283,69.3235123
284,"город Ташкент, Mirobod район, Фидокор (Чехова) ",Mirobod,3,70.0,2,4,66000,41.296644,69.275878
285,"город Ташкент, Yakkasaroy район, Кушбеги",Yakkasaroy,5,116.0,3,5,80000,41.2673079,69.2415634
286,"город Ташкент, Chilonzor район, Чиланзар квартал 20Д",Chilonzor,3,72.0,8,9,37700,41.2657122,69.1819609
287,"город Ташкент, Shayhontohur район, Урда",Shayhontohur,1,70.0,6,7,60000,41.3221852,69.2616787
288,"город Ташкент, Mirzo Ulugbek район, ТТЗ",Mirzo Ulugbek,2,60.0,9,9,28500,41.3542045,69.3845977
289,"город Ташкент, Chilonzor район, Чиланзар 6-й квартал",Chilonzor,2,52.0,4,5,38000,41.2857552,69.2117625
290,"город Ташкент, Yakkasaroy район, Ул.Ш.Руставели",Yakkasaroy,3,95.0,7,8,65000,41.2911414,69.2601933
291,"город Ташкент, Chilonzor район, Чиланзар 6-й квартал",Chilonzor,2,44.0,1,4,38000,41.2857552,69.2117625
292,"город Ташкент, Chilonzor район, Чиланзар 6-й квартал",Chilonzor,2,42.0,3,4,36500,41.2857552,69.2117625
293,"город Ташкент, Chilonzor район, Чиланзар 6-й квартал",Chilonzor,2,43.0,2,4,36500,41.2857552,69.2117625
294,"город Ташкент, Chilonzor район, Чиланзар 6-й квартал",Chilonzor,3,77.0,5,5,95000,41.2857552,69.2117625
295,"город Ташкент, Chilonzor район, Чиланзар 7-й квартал",Chilonzor,1,24.0,3,4,20000,41.2948119,69.2087824
296,"город Ташкент, Chilonzor район, Чиланзар 7-й квартал",Chilonzor,1,30.0,1,4,26000,41.2948119,69.2087824
297,"город Ташкент, Chilonzor район, Чиланзар 7-й квартал",Chilonzor,2,41.0,1,4,36000,41.2948119,69.2087824
298,"город Ташкент, Yunusobod район, Кашкар",Yunusobod,2,46.0,2,4,36000,41.3197131,69.2773236
299,"город Ташкент, Chilonzor район, Чиланзар 7-й квартал",Chilonzor,2,42.0,2,4,36500,41.2948119,69.2087824
300,"город Ташкент, Yunusobod район, Юнусабад-11",Yunusobod,2,51.0,3,4,45000,41.3700057,69.2892434
301,"город Ташкент, Uchtepa район, Чиланзар 24-й квартал",Uchtepa,3,62.0,5,5,33500,41.2814223,69.1760005
302,"город Ташкент, Yashnobod район, Авиасозлар/Лисунова-4",Yashnobod,1,50.0,5,12,25000,41.2896055,69.3434849
303,"город Ташкент, Yunusobod район, 1-й проезд Кулолкургон",Yunusobod,4,107.0,6,9,75500,41.3587493,69.2996732
304,"город Ташкент, Yunusobod район, ц-5 Киёт (Ц-5) ",Yunusobod,5,255.0,1,8,270000,41.3245206,69.2773236
305,"город Ташкент, Yunusobod район, ц-5 Киёт (Ц-5) ",Yunusobod,6,266.0,1,8,285000,41.3245206,69.2773236
306,"город Ташкент, Olmzor район, Каракамыш-2/3",Olmzor,1,38.0,6,9,27500,41.3597078,69.2094809
307,"город Ташкент, Yakkasaroy район, Кичик Бешагач",Yakkasaroy,4,210.0,4,8,265000,41.2834892,69.2665263
308,"город Ташкент, Yakkasaroy район, Башлык",Yakkasaroy,4,110.0,7,9,75000,41.2697288,69.2512486
309,"город Ташкент, Olmzor район, Каракамыш 2/4",Olmzor,2,55.62,5,9,31000,41.3668928,69.2087824
310,"город Ташкент, Sergeli район, Сергели-II",Sergeli,2,66.0,8,9,31507,41.2115569,69.2266631
311,"город Ташкент, Yakkasaroy район, Шота Руставели",Yakkasaroy,2,53.0,3,5,54000,41.2911414,69.2601933
312,"город Ташкент, Olmzor район, обводная  Нурафшон",Olmzor,4,119.0,2,5,110000,41.3390184,69.2261213
313,"город Ташкент, Mirzo Ulugbek район, Академгородок",Mirzo Ulugbek,2,56.0,1,4,35000,41.339688,69.340163
314,"город Ташкент, Mirzo Ulugbek район, Кибрай",Mirzo Ulugbek,3,68.0,4,4,24000,41.3869298,69.4635568
315,"город Ташкент, Mirobod район, Мирабад",Mirobod,3,125.0,7,12,129999,41.2758912,69.2937133
316,"город Ташкент, Yakkasaroy район, Тезиковая дача",Yakkasaroy,4,140.0,8,10,105000,41.2784172,69.2711001
317,"город Ташкент, Yakkasaroy район, ул. Мукимий",Yakkasaroy,4,141.0,7,7,95000,41.3379184,69.3898602
318,"город Ташкент, Uchtepa район, Чиланзар 11-й квартал",Uchtepa,4,74.0,4,4,47500,41.2770171,69.1909015
319,"город Ташкент, Mirzo Ulugbek район, Карасу 1-й квартал",Mirzo Ulugbek,2,63.0,5,5,34997,41.3375577,69.3726789
320,"город Ташкент, Uchtepa район, Чиланзар 11-й квартал",Uchtepa,2,41.0,4,4,32000,41.2770171,69.1909015
321,"город Ташкент, Mirobod район, Фуркат",Mirobod,2,52.0,3,5,37000,41.3112812,69.2429048
322,"город Ташкент, Chilonzor район, Чиланзар квартал Г9",Chilonzor,3,68.0,3,4,39000,41.259418,69.1804708
323,"город Ташкент, Mirobod район, Фуркат",Mirobod,4,110.0,1,4,63500,41.3112812,69.2429048
324,"город Ташкент, Mirzo Ulugbek район, Хумаюн",Mirzo Ulugbek,2,60.0,6,9,35500,41.3427418,69.3875774
325,"город Ташкент, Chilonzor район, Чиланзар квартал Г9",Chilonzor,1,54.0,9,9,35000,41.259418,69.1804708
326,"город Ташкент, Mirzo Ulugbek район, Карасу 6-й квартал",Mirzo Ulugbek,2,60.0,5,5,35000,41.3292204,69.3473509
327,"город Ташкент, Chilonzor район, Чиланзар 9-й квартал",Chilonzor,2,46.0,3,4,37500,41.2901628,69.1968618
328,"город Ташкент, Chilonzor район, Чиланзар 8-й квартал",Chilonzor,4,94.0,4,5,73000,41.2894422,69.2058023
329,"город Ташкент, Chilonzor район, Чиланзар 7-й квартал",Chilonzor,2,58.0,1,9,40000,41.2948119,69.2087824
330,"город Ташкент, Mirzo Ulugbek район, Карасу 2-й квартал",Mirzo Ulugbek,4,92.0,3,5,62000,41.3318205,69.3644846
331,"город Ташкент, Chilonzor район, Чиланзар 5-й квартал",Chilonzor,3,70.0,3,4,55000,41.2916859,69.2177228
332,"город Ташкент, Chilonzor район, Чиланзар 2-й квартал",Chilonzor,2,42.0,4,4,37400,41.2807837,69.223683
333,"город Ташкент, Chilonzor район, Чиланзар 2-й квартал",Chilonzor,2,42.0,4,4,35800,41.2807837,69.223683
334,"город Ташкент, Chilonzor район, проспект Бунёдкор",Chilonzor,2,75.0,4,12,60000,41.2753331,69.2052868
335,"город Ташкент, Yunusobod район, Ахмада Дониша",Yunusobod,3,72.0,1,9,100000,41.3616967,69.2817965
336,"город Ташкент, Uchtepa район, 4-й проезд Такачи",Uchtepa,3,85.0,7,9,52500,41.3059159,69.1601855
